key;comments;en_US;tr_TR
INSTANTREC_CONFLICT_MESSAGE_PPVREC;;An unsolved conflict is about to cancel your IPPV recording starting now. ;Devam eden kayıtlarla çakıştığı için birazdan başlaması gereken İzle-Öde programı kaydı iptal edilmek üzere.
INSTANTREC_CONFLICT_MESSAGE_VIEW;;You can only view the 2 channels you are recording.;İki kayıt devam ederken sadece kaydettiğiniz kanalları izleyebilirsiniz.
INSTANTREC_CONFLICT_MESSAGE_INSTALL;;Performing the installation now will cancel your on-going recordings.;Kanal kurulumu başlatmanız halinde devam eden kayıtlarınız durdurulacaktır.
VIEW_CONFLICT_MESSAGE_PIP;;Sorry !!! No tuner is available for the PIP functionality.;Kayıt devam ederken bir kanal izleyebileceğinizden, bu kanal takibe alınamıyor.
VIEW_CONFLICT_MESSAGE_SERIES;;A series recording is now starting requesting use of your 2nd tuner. You must now be tuned to the relevant channel.;Devam eden bir kayıt var ve bir dizi kaydı ikinci kayıt olarak başlamak üzere. İki kayıt devam ederken kaydedilen kanalları izleyebilirsiniz.
VIEW_CONFLICT_MESSAGE_SCHEDULE;;A scheduled recording is now starting requesting use of your 2nd tuner. You must now be tuned to the relevant channel.;Devam eden bir kayıt var ve ikinci  kayıt başlamak üzere. İki kayıt devam ederken kaydedilen kanalları izleyebilirsiniz.
VIEW_CONFLICT_MESSAGE_REMOTEREC;;A remote recording is now starting requesting use of your 2nd tuner. You must now be tuned to the relevant channel.;Devam eden bir kayıt var ve uzaktan planladığınız bir kayıt ikinci kayıt olarak başlamak üzere. İki kayıt devam ederken kaydedilen kanalları izleyebilirsiniz.
VIEW_CONFLICT_MESSAGE_PPVREC;;A IPPV recording is now starting requesting use of your 2nd tuner. You must now be tuned to the relevant channel.;Devam eden bir kayıt var ve birazdan İzle-Öde program için planladığınız ikinci kayıt başlayacak. İki kayıt devam ederken kaydedilen kanalları izleyebilirsiniz.
INSTALL_CONFLICT_MESSAGE_SERIES;;A series recording is now starting requesting use of your 2nd tuner. You must now be tuned to the relevant channel.;Devam eden bir kayıt var ve bir dizi kaydı ikinci kayıt olarak başlamak üzere. İki kayıt devam ederken kaydedilen kanalları izleyebilirsiniz.
INSTALL_CONFLICT_MESSAGE_SCHEDULE;;A scheduled recording is now starting requesting use of your 2nd tuner. You must now be tuned to the relevant channel.;Devam eden bir kayıt var ve ikinci  kayıt başlamak üzere. İki kayıt devam ederken kaydedilen kanalları izleyebilirsiniz.
INSTALL_CONFLICT_MESSAGE_REMOTEREC;;A remote recording is now starting requesting use of your 2nd tuner. You must now be tuned to the relevant channel.;Devam eden bir kayıt var ve uzaktan planladığınız bir kayıt ikinci kayıt olarak başlamak üzere. İki kayıt devam ederken kaydedilen kanalları izleyebilirsiniz.
INSTALL_CONFLICT_MESSAGE_PPVREC;;A IPPV recording is now starting requesting use of your 2nd tuner. You must now be tuned to the relevant channel.;Devam eden bir kayıt var ve birazdan İzle-Öde program için planladığınız ikinci kayıt başlayacak. İki kayıt devam ederken kaydedilen kanalları izleyebilirsiniz.
INSTALL_CONFLICT_ACTION_CLOSETUNE;;CLOSE & TUNE;KAPAT & KANALA GEÇ
INSTALL_CONFLICT_ACTION_IGNORESCHEDULE;;IGNORE SCHEDULE;PLANI DİKKATE ALMA
INSTALL_CONFLICT_ACTION_PERFORMINSTALL;;PERFORM INSTALLATION;KURULUMU BAŞLAT
INSTALL_CONFLICT_ACTION_VIEWRECS;;VIEW SCHEDULED RECORDINGS;PLANLANMIŞ KAYITLARI GÖSTER
INSTALL_CONFLICT_ACTION_CANCELCLOSE;;CANCEL & CLOSE;İPTAL ET & KAPAT
POPUP_ACTIONNOTIFICATION_MESSAGE_RECLOCKED;;This recording is locked. %cr%Please enter your PIN.;Kayıt kilitli. %cr%Lütfen PIN Kodunuzu giriniz.
SMARTCARD_IPPV_MESSAGE_PINLOCK;;To purchase this IPPV event, please enter your PIN code.;İzle-Öde programı satınalmak için lütfen PIN Kodunuzu giriniz.
DIGIAKTIF_WIDGET_MESSAGE_FACEBOOK;;Interact with your friends while whaching TV.;Facebook'ta durumunuzu güncelleyin, arkadaşlarınız neler yapıyor takip edin.
DIGIAKTIF_WIDGET_MESSAGE_TWITTER;;Send tweets, short text messages, to your community.;Twitter üzerinde tweet atabilir, takip ettiklerinizin tweetlerini okuyabilirsiniz
DIGIAKTIF_WIDGET_MESSAGE_PICASA;;Share photo albums with your family and friends.;Picasa’da paylaşılmış albümlere ulaşabilirsiniz.
DIGIAKTIF_WIDGET_MESSAGE_YOUTUBE;;Use this application to discover, watch and share videos.;Youtube’da yer alan videoları izleyebilirsiniz.
DIGIAKTIF_WIDGET_MESSAGE_WIKIPEDIA;;Access the online free collaborative encyclopedia.;Wikipedia’nın türkçe versiyonuna erişip, çok çeşitli konuda bilgi bulabilirsiniz
SCHEDULING_TIME_PARAMETER_DATEHELP;;Enter recording date.%cr%If you choose frequency, repeating recording plans will be generated automatically.;Kayıt tarihini giriniz. %cr%Sıklık seçerseniz sonraki kayıt planları bu tarihten itibaren otomatik olarak oluşturulur.
SCHEDULING_FREQUENCY_PARAMETER_FREQUENCYHELP;;If you want to repeat this plan, enter frequency.;Yaptığınız planın belli aralıklarla tekrarlanmasını istiyorsanız dilediğiniz sıklığı seçebilirsiniz.
SCHEDULING_LOCK_PARAMETER_LOCKHELP;;To lock this recording choose YES.;Bu kayda PIN Kodu girilmeden erişilmesini engellemek için bu seçeneği EVET olarak değiştiriniz.
SCHEDULING_PLAYLIST_PARAMETER_PLAYLISTHELP;;To copy recording one of your playlists choose list.;Bu kaydın bir kayıt klasörüne kopyalanmasını istiyorsanız, burada seçiminizi yapabilirsiniz.
PLANNER_TAG_PARAMETER_FREQUENCYHELP;;If you want to repeat this tag, enter frequency.;Oluşturduğunuz etiket uyarısının düzenli olarak tekrar etmesi için dilediğiniz sıklığı seçebilirsiniz.
SEARCH_NODATA_MESSAGE_NOTAVAILABLE;;Search index file will be updated soon.;İsterseniz modunuz, içeriğin formatı gibi kriterle arama yapabilir. Ne aradığımı biliyorum diyorsanız içeriğin adı veya oyuncu/yönetmen ismini girip arama yabilirsiniz.%cr%%cr%Arama kaynak dosyası kısa süre içinde yüklenecektir.
RECORDINGSETTINGS_HIDE_ACTION_LOCKRECORDINGS;;HIDE LOCKS;KİLİTLİLERİ SAKLA
ENTERPIN_LOCK_MESSAGE_MIDPINBLOCK;;You have entered a wrong PIN.%cr%Please wait %1 min to try again.;Hatalı PIN kodu girdiniz. %cr%Lütfen %1 dakika sonra tekrar deneyiniz.
LANG_TUR;;TURKISH;TÜRKÇE
LANG_TRK;;TURKISH;TÜRKÇE
LANG_ENG;;ENGLISH;İNGİLİZCE
LANG_ING;;ENGLISH;İNGİLİZCE
LANG_FRA;;FRENCH;FRANSIZCA
LANG_ISP;;SPANISH;İSPANYOLCA
LANG_SPA;;SPANISH;İSPANYOLCA
LANG_ALM;;GERMAN;ALMANCA
LANG_DEU;;GERMAN;ALMANCA
LANG_ITA;;ITALIAN;İTALYANCA
LANG_RUS;;RUSSIAN;RUSÇA
LANG_POR;;PORTUGUESE;PORTEKİZCE
LANG_ARA;;ARABIC;ARAPÇA
LANG_ARB;;ARABIC;ARAPÇA
LANG_GRE;;GREEK;YUNANCA
LANG_ELL;;GREEK;YUNANCA
LANG_ORJ;;ORIGINAL;ORİJİNAL
SMARTCARD_RIGHTS_MESSAGE_E04_4;;Please insert smart card.;Lütfen dijital kartınızı takınız.
SMARTCARD_RIGHTS_MESSAGE_E06_4;;Smart card is wrongly inserted.%cr%Please check smart card direction and try again.%cr%For detailed information: www.digiturk.com.tr/destek;Dijital kart hatası.%cr%Dijital kartınızı çıkarıp tekrar takınız. %cr%Sorun devam ediyorsa, uydu alıcınızı fişten çıkarıp tekrar fişe takınız.%cr%Detaylı bilgi için : www.digiturk.com.tr/destek
SMARTCARD_RIGHTS_MESSAGE_E112_37;;You have no rights to record this channel.;Bu kanalın kaydedilmesi engellenmiştir.
SMARTCARD_RIGHTS_MESSAGE_E118_37;;You have no rights to record this channel.;Bu kanalın kaydedilmesi engellenmiştir.
SMARTCARD_RIGHTS_MESSAGE_E133_4;;Please call 0212 473 7373.;Uydu alıcınızı fişten çıkarıp tekrar fişe takınız ve 1 numaralı kanalda 5 dakika bekleyiniz.%cr%Detaylı çözüm için%cr%www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E200;;On this service timeshift is not allowed.;Bu kanalda zaman ötelemeye izin verilmemektedir.
SMARTCARD_RIGHTS_MESSAGE_E27_12;;You are not allowed to purchase IPPV events from this screen.%cr%Please call 0212 473 7373.;Bu ekrandan İzle ve Öde programı satın almak için yetkili değilsiniz.%cr%Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E28_12;;You are not allowed to purchase IPPV events from this screen.%cr%Please call 0212 473 7373.;Bu ekrandan İzle ve Öde programı satın almak için yetkili değilsiniz.%cr%Lütfen 0212 473 7373'ü arayınız.
SMARTCARD_RIGHTS_MESSAGE_E37_32;;There is no service at this channel number.%cr%Please do channel installation.;Tuşladığınız numarada kanal yok.%cr%Lütfen, kanal kurulumu yapınız.
SMARTCARD_RIGHTS_MESSAGE_E42;;Please Enter Your PIN Code.;Lütfen PIN kodunuzu giriniz.
SMARTCARD_RIGHTS_MESSAGE_E52_32;;Loss of signal. %cr%Check your signal connections, power off and power on your receiver and perform channel installation by Easy Installation%cr%%cr%0212 473 7373 ;Sinyal seviyesinde azalma var. %cr%Sinyal bağlantılarını kontrol edip, uydu alıcınızı fişten çıkarıp tekrar fişe takınız ve Kolay Kurulum ekranından kanal kurulumu yapınız.%cr%Detaylı çözüm için%cr%www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz
SMARTCARD_RIGHTS_MESSAGE_E53;;Incorrect PIN code, please try again.;Hatalı PIN kodu. %cr%Lütfen tekrar deneyiniz.
SMARTCARD_RIGHTS_MESSAGE_E58;;Loss of signal. %cr%Check your signal connections, power off and power on your receiver and perform channel installation by Easy Installation%cr%%cr%0212 473 7373 ;Sinyal seviyesinde azalma var. %cr%Sinyal bağlantılarını kontrol edip, uydu alıcınızı fişten çıkarıp tekrar fişe takınız ve Kolay Kurulum ekranından kanal kurulumu yapınız.%cr%Detaylı çözüm için%cr%www.digiturk.com.tr/destek adresinden bilgi alabilirsiniz
SMARTCARD_RIGHTS_MESSAGE_E76_1;;Hard disc of your set top box has been swapped. %cr%Please call 212-4737373 to activate the new hard disc.;Uydu Alıcınızın sabit diski değiştirilmiş.%cr%Yeni diskin aktive edilmesi için lütfen, 0212 473 7373'ü arayarak bilgi veriniz.
POPUP_SIGNAL_MESSAGE_LOSS;;SIGNAL LOSS;SİNYAL KAYBEDİLDİ
POPUP_ACTIONNOTIFICATION_MESSAGE_TITLECONFLICT;;NEW CONFLICT;KAYIT ÇAKIŞMASI
POPUP_ACTIONNOTIFICATION_MESSAGE_NEWCONFLICT;;A new conflict has been detected.%cr%One of your recordings will not be performed correctly.;Yeni bir kayıt çakışması oluştu.%cr%Planladığınız kayıtlardan biri eksik yapılabilir.
SEARCH_FORMAT_VALUE_ANYFORMAT;;Any Format;Tüm Formatlar
SEARCH_YEAR_VALUE_ALL;;All;Hepsi
SEARCH_YEAR_VALUE_NEW;;New;Yeni
SEARCH_YEAR_VALUE_RECENT;;Recent;Güncel
SEARCH_YEAR_VALUE_70S;;70's;70'ler
SEARCH_YEAR_VALUE_80S;;80's;80'ler
SEARCH_YEAR_VALUE_90S;;90's;90'lar
SEARCH_YEAR_VALUE_00S;;00's;00'lar
POPUP_ACTIONNOTIFICATION_MESSAGE_VIDEO;;Unable to display the video content.%cr%The video file is not accessible or may be damaged.;İçeriğe ait video ekrana getirilemiyor.%cr%Dosyaya erişilemiyor ve bozulmuş olabilir.
LAYOUT_MEDIA_VALUE_IPTV;;Portal;Portal
LAYOUT_MEDIA_VALUE_REC;;Record;Kayıt
LAYOUT_MEDIA_VALUE_VOD;;Portal;Portal
LAYOUT_MEDIA_VALUE_TV;;Chn;Kanal
SEARCH_RESULT_VALUE_RESULTMAX;;RESULT %1 OF A MAX. OF %2;İLK %2 SONUÇTA %1
SEARCH_RESULT_VALUE_RESULT;;RESULT %1 OF %2 ;SONUÇ %1 / %2
SEARCH_RESULT_PORTAL;;Portal;Portal
DIGITURK_PORTAL_CONTACT;;For your ideas and opinions about Digiturk Portal, please send mail to portal@digiturk.com.tr;Digiturk Portal hakkındaki görüş ve önerileriniz için portal@digiturk.com.tr adresine mail gönderebilirsiniz.
RECOMMENDATIONS_NODATA_MESSAGE_NOCONTENT;;This feature is available when HDD is plugged.%cr%You can call 212-473 7373 to demand appropriate HDD.%cr%If you have HDD, this feature will be activated soon.;Bu özellik yanlızca sabit disk takılıyken kullanılabilir. %cr%Uyumlu sabit disk talep etmek için Çağrı Merkezini arayabilirsiniz. 212-473 7373. %cr%Sabit diskiniz takılıysa bu özellik kısa süre içinde etkinleşecektir.
POPUP_ACTIONNOTIFICATION_MESSAGE_EMPTYFAVLIST;;Empty favorite fist.;Favori Listesi boş.
POPUP_ACTIONNOTIFICATION_MESSAGE_EMPTYLIST;;No channels defined in the selected favourites list menu;Bu favori listesine kanal tanımlanmamış.
SMARTCARD_RIGHTS_MESSAGE_E118_4;;Please call 0212 473 7373.;Lütfen 0212 473 7373'ü arayınız.
POPUP_ACTIONNOTIFICATION_MESSAGE_RECORDINGS;;Recording error. Please try again later.;Kaydetme hatası. Lütfen daha sonra tekrar deneyiniz.
POPUP_ACTIONNOTIFICATION_VALUE_RECERROR;;Recording Error;Kaydetme hatası.
RECORDINGS_DELETE_MESSAGE_CONFIRMDEL;;Your recordings have been deleted.;Kayıtlarınız silinmiştir.
RECORDINGS_SCHEDULE_MESSAGE_CONFIRMREC;;Your recording has been created.;Kayıt planınız oluşturuldu.
RECORDINGS_TAG_MESSAGE_CONFIRMTAG;;Your time-based tag has been created.;Zaman bazlı etiket oluşturuldu.
RECORDINGS_MESSAGE_CONFIRM_LOCK;;Lock operation is completed successfully.;Seçtiğiniz kayıtların kilitleri düzenlenmiştir. %cr%Kitlediğiniz kayıtlara KİLİTLİ KAYITLAR sekmesinden ulaşabilirsiniz.
POPUP_ACTIONNOTIFICATION_MESSAGE_DELALLREC;;The multiple recordings you attempted to delete failed. Please try again.;Çoklu kayıt silme işleminiz başarısız oldu. Lütfen tekrar deneyiniz.
EVENTOPTION_SCHEDULE_MESSAGE_CONFIRMCANCEL;;Your recording has been canceled.;Kayıt planı iptal edildi
EVENTOPTION_SCHEDULE_MESSAGE_CONFIRMSTOP;;Your recording has been stopped.;Kayıt durduruldu.
EVENTOPTION_TAG_VALUE_TAGERROR;;Tag Error;Etiket Hatası
EVENTOPTION_TAG_MESSAGE_CONFIRMDELTAG;;Your event-based tag has been deleted.;Etiket silindi.
GENERIC_TEXT_VALUE_NOTIF;;NOTIFICATION;UYARILAR
POPUP_ALARM_MESSAGE_HDDSPACE;;Your HDD space is below 5%.;Sabit diskinizde kalan boş alan 5%'in altına düştü.
POPUP_ALARM_MESSAGE_NOPVRRIGHTS;;You have no rights to use timeshifting and recording on this channel.;Bu kanalda zaman öteleme ve kayıt fonksiyonları engellenmiştir.
POPUP_ALARM_MESSAGE_NORECRIGHTS;;You have no rights to record this channel.;Bu kanalda kayıt fonksiyonları engellenmiştir.
POPUP_NOTIFICATIONS_MESSAGE_REMAININGVIEW;;You can watch this video %1 more time(s);Bu videoyu %1 kez daha izleyebilirsiniz.
POPUP_NOTIFICATIONS_MESSAGE_NOREMAININGVIEW;;You have reach the maximum number of playback;İzleme adedi limitine ulaştınız.
EVENTOPTION_TAG_MESSAGE_CONFIRMTAG;;Your event-based tag has been created.;Program için etiket oluşturuldu.
POPUP_ACTIONNOTIFICATION_VALUE_AUTOSLEEP;;Auto-Sleep;Otomatik kapama
POPUP_ACTIONNOTIFICATION_MESSAGE_AUTOSLEEP;;The auto sleep time you have set is now elapsed.%cr%Your decoder will now go into stand-by.;Ayarladığınız otomatik kapanış saati geldi.%cr%Uydu alıcınız standby moduna geçecek.
POPUP_ACTIONNOTIFICATION_MESSAGE_TIMESHIFTDISABLED;;Timeshift has been disable in the PVR Settings menu. %cr%Please enable again to allow timeshift.;Zaman öteleme yapılamıyor.%cr%Kişisel Kayıt Ayarları menüsünden Canlı Yayın Otomatik Kaydı 'Kapalı' konuma getirilmiş, 'Açık' konuma getirip tekrar deneyiniz.
POPUP_DELETIONCONFIRMATION_VALUE_MULTIPLEDELETION;;Multiple deletion;Çoklu silme
POPUP_DELETIONCONFIRMATION_MESSAGE_MULTIPLEDELETION;;Enter your PIN to delete the selected recordings. %cr%This operation cannot be reversed.;Seçtiğiniz kayıtların silinmesi için PIN kodunuzu giriniz.%cr%Bu işlem geri alınamaz!
POPUP_DELETIONCONFIRMATION_ACTION_MULTIPLEDELETION;;CANCEL DELETION;SİLMEKTEN VAZGEÇ
EVENTOPTION_RECORD_MESSAGE_CONFIRMMODIFY;;Your recording has been modified.;Kayıt düzenleme işleminiz tamamlandı.
EVENTOPTION_TAG_MESSAGE_CONFIRMMODIFY;;Your tag has been modified.;Etiket düzenleme işleminiz tamamlandı.
EVENTOPTION_RECORD_MESSAGE_ERROR;;There is an error on current operation.;Yapmakta olduğunuz işlemde hata oluştu.
SMARTCARD_RIGHTS_MESSAGE_E180;;All tuners are used for recording purposes.%cr%Only currently recorded channels are accessable.%cr%%cr%To access other channels you can stop one of the ongoing recordings.;Aynı anda iki kayıt devam ederken sadece kaydedilmekte olan kanalları veya önceden kaydedilmiş programları izleyebilirsiniz.%cr%Diğer kanalları izlemek için kayıtlardan birini durdurabilirsiniz.
SMARTCARD_RIGHTS_MESSAGE_E201;;Time shift doesn't work.%cr%Please, try again later.;Zaman öteleme yapılamıyor.%cr%Lütfen daha sonra tekrar deneyiniz.
SMARTCARD_RIGHTS_MESSAGE_E202;;Timeshift has been disable in the PVR Settings menu. %cr%Please enable again to allow timeshift.;Zaman öteleme yapılamıyor.%cr%Kişisel Kayıt Ayarları menüsünden Canlı Yayın Otomatik Kaydı 'Kapalı' konuma getirilmiş, 'Açık' konuma getirip tekrar deneyiniz.
SMARTCARD_RIGHTS_MESSAGE_E501;;The file has been removed from your disk through auto-delete.;Bu kayıt otomatik silme işlemi ile sabit diskinizden silinmiştir.
SMARTCARD_STATUS_ACTION_TITLE;;Smart Card Status;Smart Card Status
SMARTCARD_STATUS_PARAMETER_STATUS;;Status;Status
SMARTCARD_STATUS_PARAMETER_NUMBER;;Number;Number
SMARTCARD_STATUS_PARAMETER_TYPE;;Type;Type
SMARTCARD_STATUS_PARAMETER_VERSION;;Version;Version
SMARTCARD_STATUS_PARAMETER_BUILD;;Build;Build
SMARTCARD_STATUS_PARAMETER_VARIANT;;Variant;Variant
SMARTCARD_STATUS_PARAMETER_PATCHLEVEL;;Patch Level;Patch Level
SMARTCARD_STATUS_PARAMETER_OWNERID;;Owner ID;Owner ID
SMARTCARD_STATUS_PARAMETER_NATIONALITY;;Nationality;Nationality
SMARTCARD_STATUS_PARAMETER_IPPVENABLE;;IPPV enable;IPPV enable
SMARTCARD_STATUS_PARAMETER_NBCREDITS;;Remaining IPPV/VOD credits;Remaining IPPV/VOD credits
SMARTCARD_STATUS_PARAMETER_UNREPORTEDCREDITS;;Amount of unreported credits;Amount of unreported credits
SMARTCARD_STATUS_PARAMETER_PINATTEMPSLEFT;;Remaining PIN code;Remaining PIN code
SOFTCELL_SERVICE_ACTION_TITLE;;%1 Services;%1 Services
SOFTCELL_SERVICE_PARAMETER_HANDLE;;Handle;Handle
SOFTCELL_SERVICE_PARAMETER_NAME;;Name;Name
SOFTCELL_SERVICE_PARAMETER_INSTANCE;;Instance;Instance
SOFTCELL_SERVICE_PARAMETER_DESCRIPTION;;Description;Description
SOFTCELL_SERVICE_PARAMETER_SERVICE;;%1 service;%1 service
SOFTCELL_SERVICE_PARAMETER_SERVICENOTAVAIL;;%1 service not avalaible;%1 service not avalaible
SOFTCELL_SERVICE_PARAMETER_SERVICEHANDLE;;Service Handle:;Service Handle:
SOFTCELL_SERVICE_PARAMETER_GLOBAL;;Global Service Status:;Global Service Status:
SOFTCELL_SERVICE_PARAMETER_INTERNAL;;Internal Status: ;Internal Status:
SOFTCELL_SERVICE_PARAMETER_EMMSRC;;EMM Source: ;EMM Source:
SOFTCELL_SERVICE_PARAMETER_ECMSRC;;ECM Source: ;ECM Source:
SOFTCELL_SERVICE_PARAMETER_DVBDESCRAMBL;;DVB Descrambler: ;DVB Descrambler:
SOFTCELL_SERVICE_PARAMETER_SMARTCARD;;Smart Card: ;Smart Card:
SOFTCELL_SERVICE_PARAMETER_COPYCONTROL;;Copy Control: ;Copy Control:
SOFTCELL_SERVICE_PARAMETER_MONITORING;;Monitoring: ;Monitoring:
SOFTCELL_SERVICE_PARAMETER_NOMONITORING;;Monitoring not avalaible;Monitoring not avalaible
LOADER_IRDSTATUS_ACTION_TITLE;;Irdeto Load Status;Irdeto Load Status
LOADER_IRDSTATUS_PARAMETER_DEVICE;;Device;Device
LOADER_IRDSTATUS_PARAMETER_KEY;;Key;Key
LOADER_IRDSTATUS_PARAMETER_CSSN;;CSSN;CSSN
LOADER_IRDSTATUS_PARAMETER_LOADSQ;;Load sequence number;Load sequence number
LOADER_MANUFSTATUS_ACTION_TITLE;;Manufacturer Load status;Manufacturer Load status
LOADER_MANUFSTATUS_PARAMETER_FW;;Firmware version;Firmware version
LOADER_MANUFSTATUS_PARAMETER_LOADER;;Loader version;Loader version
LOADER_MANUFSTATUS_PARAMETER_DLDDATE;;Download date;Download date
LOADER_MANUFSTATUS_PARAMETER_SIGNDATE;;Sign date;Sign date
LOADER_MANUFSTATUS_PARAMETER_SERIAL;;Serial number;Serial number
POPUP_ACTIONNOTIFICATION_MESSAGE_AUTOMATICSTANDBY;;Your receiver will automatically turn into standby mode in %1. In order to stay in view mode, please press OK button.;Uydu alıcınız %1 saniye sonra otomatik olarak standby (bekleme) konumuna geçecektir. İşlemi iptal etmek için OK tuşuna basınız.
POPUP_ACTIONNOTIFICATION_LABEL_AUTOMATICSTANDBY;;Automatic Standby;Otomatik Standby
POPUP_ACTIONNOTIFICATION_MESSAGE_VODSTOPCONFIRM;;Do you want to stop playing ?;Videoyu durdurmak istediğinizden emin misiniz?
POPUP_ACTIONNOTIFICATION_MESSAGE_VODNEXTEPISODE;;Next episode will be automatically played in %1 s.;Sonraki bölüm %1 s içinde otomatik olarak başlatılacaktır.
POPUP_ACTIONNOTIFICATION_MESSAGE_STOPSCHEDULING;;This recording as a periodicity do you want to delete all its recurrence ?;Bu tekrarlı bir kayıt planıdır. %cr%Tüm kayıt planını iptal etmek istediğinize emin misiniz?.
POPUP_ACTIONNOTIFICATION_MESSAGE_STOPTAG;;This tag as a periodicity do you want to delete all its recurrence ?;Bu tekrarlı bir kayıt etikettir. %cr%Tüm kayıt planını mı, sadece bu tarihteki planı mı silmek istediğinizi seçiniz.
POPUP_ACTIONNOTIFICATION_ACTION_ALLRECURRENCES;;ALL RECURRENCES;TÜM TEKRARLAR
POPUP_ACTIONNOTIFICATION_ACTION_NEXTRECURRENCE;;NEXT RECURRENCE;BU TARİHTEKİ
VOD_PLAY_ACTION_INTURKISH;;PLAY IN TURKISH ;DUBLAJLI İZLE
VOD_PLAY_ACTION_WITHSUBTITLE;;PLAY WITH SUBTITLE ;ALTYAZILI İZLE
VOD_WARNING_MESSAGE_USEINTERNET;;This media will use your internet connection!;Bu videoyu internet üzerinden izleyeceksiniz!
VOD_WARNIN_MESSAGE_MORELIKETHIS;;People who watched %1 also watched listed events ;%1 içeriğini izleyenler bunları da izledi
VOD_NO_CONTENT_MESSAGE_MORELIKETHIS;;There is no recommended content to display. Please try again later. ;Benzer bir öneri bulunmamaktadır. Lütfen daha sonra tekrar deneyiniz.
VOD_WARNING_MESSAGE_SERIES;;You can list the episodes of the selected season by pressin OK key.;Seçtiğiniz sezon üzerinde OK tuşlayarak sezona ait bölümleri listeleyebilirsiniz.
MOREINFO_TBRWARNING_MESSAGE_TBRWARNING;;If you modify this time-based recording you may impact other events in the record time frame.;listeleyebilirsiniz.
VOD_MENUITEM_ACTION_MEMBERSHIP_OPTIONS;;SUBSCRIPTION OPTIONS;ÜYELİK SEÇENEKLERİ
VOD_WARNING_MESSAGE_SUBSCRIBE_SVOD_TOP;;You can watch the programs that are listed under IQ PAKETLERİ by subscribing one of the following options.;Bu pakette bulunan içerikleri aşağıdaki seçeneklerden dilediğinize üye olarak izleyebilirsiniz. İçerik listesini görmek için aşağı tuşuna basınız.
VOD_WARNING_MESSAGE_SUBSCRIBE_SVOD_CONTENT;;You can watch the programs that are listed under IQ PAKETLERİ by subscribing one of the following options.;Bu içeriği izlemeye yetkili değilsiniz. Aşağıdaki seçeneklerden dilediğinize üye olarak izleyebilirsiniz.
VOD_WARNING_MESSAGE_SUBSCRIBE_SVOD_BEFORESELL;;By subscribing to this service you can only watch the contents in IQ PAKET;Buradan üye olacağınız servis ile IQ PAKETİ'nde yer alan içerikleri izleyebilirsiniz.
GENERIC_TEXT_VALUE_INFORMATION;;INFORMATION;BİLGİ
VOD_WARNING_MESSAGE_FOLLOWME_INFORMATION;;Where would you like to play from?;Daha önce izlediğiniz bu içeriği nereden başlayarak izlemek istediğinizi seçiniz.
VOD_PLAY_ACTION_FOLLOWME_FROMSTART;;FROM START;BAŞTAN
VOD_PLAY_ACTION_FOLLOWME_FROMSTOP;;FROM LAST STOP;KALDIĞIM YERDEN
POPUP_SCHEDULING_MESSAGE_ONSERIES;;Do you want to record all the episodes of the series or next episode only? These recordings will not be stored on your Hard Drive.;Bu içerik dizi olarak tanımlanmış. %cr%Sadece bu bölüm veya tüm bölümler için kayıt planlayabilirsiniz.
POPUP_SCHEDULING_ACTION_ONEEPISODE;;THIS EPISODE ONLY ;BU BÖLÜM
POPUP_SCHEDULING_ACTION_ALLEPISODE;;ALL EPISODES;TÜM BÖLÜMLER
POPUP_NOTIFICATIONS_LABEL_PIPIMPOSSIBLE;;Error PIP;KANAL TAKİP
POPUP_NOTIFICATIONS_MESSAGE_PIPIMPOSSIBLE;;You can not use PIP on this channel.;Bu kanal takibe alınamıyor. %cr%Kilitli veya yetkiniz olmayan bir kanal olabilir.
POPUP_NOTIFICATIONS_MESSAGE_PIPIMPOSSIBLE_RECORD;;You can not use PIP with an ongoing recording. Please stop recording and try again.;Kanal takip ve kayıt özelliklerini beraber kullanamazsınız. Lütfen kaydı durdurup yeniden deneyin.
POPUP_NOTIFICATIONS_MESSAGE_PIPIMPOSSIBLE_SAMECHANNEL;;You can not use PIP for the channels that you are watching in main window.;Ana ekranda izlemekte olduğunuz kanal dışındaki kanalları takip edebilirsiniz.
POPUP_NOTIFICATIONS_MESSAGE_FORCEDMSG_CLOSEINFO;;Press ÇIKIŞ (exit) to close.;Kapatmak için ÇIKIŞ tuşuna basınız.
EVENTOPTION_RENT_MESSAGE_NOT_POSSIBLE;;This is a subscription program.%cr%%cr%In order to subscribe to the package%cr%call DIGITURK Call Center.%cr%0212 473 73 73;Bu programı izlemek için üye olmanız gerekmektedir.%cr%%cr%Üyelik için DIGITURK Müşteri Hizmetlerini arayın.%cr%0212 473 73 73
POPUP_ACTIONNOTIFICATION_MESSAGE_DELETE_RECORD;;DELETE RECORD;KAYDI SİL
POPUP_ACTIONNOTIFICATION_MESSAGE_PLAY_NEXT;;PLAY NEXT;SONRAKİNİ İZLE
POPUP_ACTIONNOTIFICATION_MESSAGE_CONFIRM_DELETE;;This record will be deleted. Are you sure?;İzlemekte olduğunuz kayıt silinecektir. Onaylıyor musunuz?
VOD_FEATURES_ACTION_ADDTOFAV;;ADD TO FAVORITES;FAVORİLERİME EKLE
